,user,posts,date,time
305,fyizakaya,Featuring our Yakiniku Foie Gras Truffle Don. Burst the runny onsen egg ğŸ¥š and mix everything together for a delicious bite!-Dig into our delicious Teishoku now! Available daily during lunch and 5pm-7pm.-ğŸ“Call us at 6443 0400 or https://tinyurl.com/y2gz59nv to reserve a table!-#FYIzakaya #FreakinYummy,2021-03-19,05:13:00
306,fyizakaya,#savefnbsg #loveyourlocalsg #supportlocalsg #sgunited #fooddelivery #foodgasm #foodphotography #foodporn #foodspotting #foodstagram #buzzfeedfood #buzzfeast #gastronomia #getinmybelly #nomnom #huffposttaste #foodiee #singapore #hungrygowheresg #sgfood #grabfoodsg #foodpandasg #kulukulu #japanesefood #hungrygowhere,2021-03-19,06:18:18
307,fyizakaya,Our FYI Teishoku includes:ğŸ› Tempura TendonğŸ› Buta Katsu Curry DonğŸ› Salmon Mentai Yaki DonğŸ› Ebi Fry Kare Don-Enjoy them now during lunch hours and 5pm-7pm daily!-ğŸ“Call us at 6443 0400 or https://tinyurl.com/y2gz59nv to reserve!-#FYIzakaya #FreakinYummy,2021-03-19,04:50:23
308,fyizakaya,#savefnbsg #loveyourlocalsg #supportlocalsg #sgunited #fooddelivery #foodgasm #foodphotography #foodporn #foodspotting #foodstagram #buzzfeedfood #buzzfeast #gastronomia #getinmybelly #nomnom #huffposttaste #foodiee #singapore #hungrygowheresg #sgfood #grabfoodsg #foodpandasg #kulukulu #japanesefood #hungrygowhere,2021-03-19,06:18:12
309,wishuponatart,"< S A L E S > Mark your calendar, seriously, cos @foodpandasg is having their first pandamart day on 23-24 Mar 2021, where shoppers can enjoy up to 50% off on >1000 products on pandamart!What you see here is just a tiny fraction of whatâ€™s gonna be available during the sales! Happy shopping on a wide range of products, from food to beauty to personal care to baby products and more!ğŸŒ¸FURTHER PROMOğŸŒ¸Quote <UOBMARTDAY> to receive extra $10 off $40 (for UOB card members only)....#sp #foodpandasg #pandamartsg #sgpromo #sgsales #sgdeals #sgdeal #sgpromotion #sgeats #flatlay #foodflatlay #tastyflatlay #sgig #singaporeinsiders #foodgram #instafood #foodphotography #wishuponatart_eats",2021-03-19,04:12:36
310,_boyz86,Wow that's great!,2021-03-19,13:55:22
311,dingsleepy,OMG I GOT THAT PHONE STRAP ALSO AHAHAHha,2021-03-20,04:23:07
312,makanwarrior,Nice flatlay!,2021-03-19,04:20:57
313,sugar73,I canâ€™t wait too!!! ğŸ‘ğŸ‘ğŸ‘,2021-03-19,04:14:51
314,nikolai_wee,Nice ğŸ‘,2021-03-19,04:16:48
315,dressacake,So convenient,2021-03-19,10:29:34
316,lindesiree,Lotte snacks r my favourite ğŸ¤©,2021-03-19,04:15:20
317,wafflenessa,Wow thats huge savings!!,2021-03-19,04:15:09
318,dangimhungry,Woow a great selection ğŸ˜,2021-03-19,07:44:23
319,serenetomato,Always looking out for sales ğŸ˜‰,2021-03-19,04:19:06
320,jaxlyx,The snacks look so good ğŸ˜‹,2021-03-19,04:48:46
321,foodilicious_diva,Love their App ğŸ˜,2021-03-20,11:45:44
322,myfarrahdise,Wow sale can't wait!,2021-03-20,11:38:54
323,bryanongyy,Great haul from foodpanda,2021-03-19,08:21:35
324,thefatfam_,So many snacks ğŸ˜,2021-03-19,13:41:21
325,darr3n0ng,So many goodies,2021-03-19,05:39:17
326,mylifeas_revehsha,Wah looks so nice,2021-03-19,04:19:00
327,foodiejerm,Wow sounds good,2021-03-20,17:02:38
328,leptonyxscript,Always admire ur shots!!ğŸ‘ğŸ‘,2021-03-19,11:55:15
329,iam_shirleytung,Great deal,2021-03-20,01:58:47
330,kevin_the_hiak,Wahhh good offer mei @wishuponatart,2021-03-19,11:47:06
331,nusantara.singapore,Asam Pedas at Nusantara Singapore. â€œSour & spicyâ€ salt water fish cooked in tangy & spicy broth is sure to tantalize your taste buds! â Try this delicious dish at Fraser Towers from Monday through Friday from 11:30 am.â â ,2021-03-19,04:00:38
332,nusantara.singapore,#fishbowl #nusantarasingapore #nusantarasg #fraserstower #ricebowl #pokebowl #foodsg #sgfoodie #singapore #igsg #sgeats #instafood #sgfood #sgfoodies #foodpornsg #instafoodsg #sgfoodporn #foodiesg #asampedas #malayfood #indonesianfood #singaporeanfood #igsgfood #foodpandasg #supper #lunchsg #sglunch #sgdinner #dinnersg,2021-03-19,04:00:48
333,nikolai_wee,Super yummy delicious ğŸ¤¤,2021-03-19,07:43:26
334,madamwongs.sg,"Steeped in rich Chinese heritage, Madam Wong's is here to change 'Chinese Takeout' for good, serving quality asian home cooking for family and friends to enjoy together. Celebrate tradition, order now from our link in bio!#madamwongs #madam #wong #chinesefood #chinesetakeout #americanchinese #american #expat #expatchinesegroup #tgif #positivevibes #deliveroosg #foodpandasg #grabfoodsg #oddleeats #sgmakan #sgfood #diarymakan",2021-03-19,04:00:09
335,alainlicious,"#TGIF Happy Fryday! ! I wonder who came up with the idea of putting fries ğŸŸ and mac & cheese on pizza? And combining tabletop games ğŸ® into the meals - thatâ€™s @the_priorityclub where you can level up your day/night with pizzas, pastas, drinks and fun!A first of its kind delivery concept conceived by the creative folks at Da Paolo Group @dapaolosg, making food delivery a lot more entertaining! ğŸ¤© Kudos to the food packaging that is convertible into a game of chess and playing cards, we can now Eat . Play . Drink all-in-one.The menu is quirky, bold in flavours, yet tasty enough for everyone to enjoy. Try #PriorityPizza ğŸ• options like #CurryCurryRevolution that features Japanese curry and golden fries on dough, #64bitKebabs is a pizza marriage of Italian and Turkish cuisine, and #TruffleMacAttack is a vegetarian friendly pizza loaded with truffle mac and cheese.You can also find a range of #PriorityPasta ğŸ and sides include handmade Beef Meatballs with Swedish Gravy, Popcorn Chicken with one choice of dip - Japanese Curry, Swedish Gravy, Greek Garlic Yoghurt, Mentaiko Sauce. Thereâ€™s also beverages ğŸ¥¤ like beer, cocktail and fruity & floral Sakura and Luna cold brew Prioriteas.Enjoy Free Delivery on orders above $50 via www.thepriorityclub.com. Bundle deals for 2 to 4 players start from $52.90 comes with 1 pizza, 2 sides, 2 teas and a free chess set. Delivery ğŸ›µ is also available on @grabfoodsg, @foodpandasg and @deliveroo_sg but for a la carte orders with 20% off all sides and teas. Now, whatâ€™s your priority? #food #thepriorityclub",2021-03-19,03:57:20
336,alainlicious,......#foursquare #foursquarefind #stayathome #eatathome #pizza #delivery #sgforsg #savefnbsg #pizzalover #pizzatime #fries #grabfoodsg #foodpandasg #deliveroosg #thepriorityclubsg,2021-03-19,03:59:29
337,elviraho,how i miss singaporeğŸ˜­ğŸ˜­ğŸ˜­,2021-03-19,05:14:52
338,alainlicious,"@elviraho when everything is over, ğŸ˜· welcome you back! ğŸ˜",2021-03-19,07:48:12
339,rozawillis,Howâ€™s the fries on pizza??,2021-03-19,12:35:08
340,alainlicious,"@rozawillis the flavours are acceptable, but need to share with bigger group cos #carbsoncarbs a little too heavy and fills me up very quickly!",2021-03-20,02:47:22
341,birdfolks.sg,"Crispy toasted crust and a soft fluffy texture inside smothered in the sweet, sticky condensed milk is simplicity at its best! Perfect for a quick bite or to share ğŸ¤—â €#birdfolkssgâ €",2021-03-19,03:19:47
342,birdfolks.sg,â €.â €#supportlocalsg #deliverysg #burpple #foodinsing #sgunitedâ €â €#westcoast #clementi #jurongeast #nussg #jurongâ €â €â €#grabfoodie #foodpandasg #deliveroosg #sgfooddelivery #islandwidedeliveryâ €â €#exploresingaporeeats #sgfoodie #sgfood #eatoutsg #setheatsâ €â €#cafesg #sgcafefood #sgcafehopping #sgcafe,2021-03-19,03:19:59
343,hi.riyah_weightlost_journey,"SIAPE KAT, LELEKI TAK PERLU DIETIni results mereka ~1st photo, total lost 30kg2nd photo, lost 13kg in 1 season3rd photo, lost 12kg in 1 seasonBest kan ringgan je nk jalan skrg... Guys yg betul2 nk lose weight, ader determination & dedication, ikut programme, meal plans rapat2 mesti dpt better results yg sgtÂ² amazing sbb you all ader higher metabolism.Click link in bio to to know more about the programme.Whats provided in our programme:âœ´ 1 season, 25 daysâœ´ Meal plan providedâœ´ Recipes providedâœ´ Health topicsâœ´ Group coaching & supportâœ´ Combo workout video#nakkurus #jomkurus #bestkurus #beforeandafter #diettips #tipskurus #resipisihat #eatclean #eatcleandiet #eatcleanrecipes #makansedap #singapore #singaporefood #workinglife #hotdeals #singaporesale #activesg #teamnickhinhussein #teamahmadmizah #teamdillanur #teamnisahsohor #tv3 #mediacorp #viralpost #halalsg #halalfood #popular #foodpandasg #shopeesg #cute",2021-03-19,01:44:19
344,getfit.nisah,"BERGAYA BERKEBAYA DI HARI RAYA! ğŸ’ƒğŸ»ğŸ’ƒğŸ».Nampak kan reshape tu? Makin mengecil dah! Amazing sangat! Tau tak bila kita berpuasa dan jaga makan at the same time, process penurunan berat badan akan jadi 40% lebih lajuuu berbanding dengan bulan2 yg lain. So why not take this chance to start the journey!.April intake akan bermula 3rd April. Get ready for Ramadhan! ğŸ¥°ğŸ¥°.Click link in BIO to know more details about the programme..ğŸ’•25 days programmeğŸ’•Meal plan providedğŸ’•Recipes providedğŸ’•Group coachingğŸ’•Combo workout#nakkurus #jomkurus #bestkurus #beforeandafter #diettips #tipskurus #resipisihat #eatclean #eatcleandiet #eatcleanrecipes #makansedap #singapore #singaporefood #workingmum #hotdeals #singaporesale #activesg #teamnickhinhussein #teamahmadmizah #teamdillanur #teamnisahsohor #tv3 #mediacorp #viralpost #halalsg #halalfood #popular #foodpandasg #shopeesg #cute",2021-03-19,01:41:52
345,cforcoffeee,"You can enjoy the convenient in just one click! ğŸ¥° I got all these snacks from @cheers_sg delivered to my doorstep from foodpanda shops - a creative way to fix my food cravings during office hour!@foodpandasg having their brand weeks promotion now valid from 15-21 March 2021.Donâ€™t miss the chance to enjoy 30% off top brand brands like Kuriya, @guardiansg , @cheers_sg , @marksandspencer_sg , @mothercaresg , @godivasingapore and many more on foodpanda shops with code <SHOPSBW3> minimum order of $15, you will be able to enjoy max discount of $10! Happy Friday! ğŸ¥°#foodpandasg",2021-03-19,01:15:11
346,qingwennc,ğŸ˜ğŸ˜,2021-03-19,02:09:42
347,cforcoffeee,@qingwennc more snacks ğŸ™Œ,2021-03-19,11:28:35
348,shichuann,Add to cart now ğŸ›’,2021-03-19,02:21:18
349,cforcoffeee,@shichuann fast and furious ğŸ”¥ğŸ”¥,2021-03-19,11:28:27
350,qinlovesmacaronsss,i love your illustration babe. top notch! i keep buying from guardian and kuriya. just nice there are at my area! hehe,2021-03-20,00:36:18
351,makanwarrior,"@foodpandasgHow many of you dread being stuck in a queue and waiting forever for your turn to order?! Well good news for you! Now you need not as @foodpandasg is offering up to 30% off full menu for selected restaurants (or 15% off all other restaurants!) when you Pick-Up your order! Itâ€™s that simple!ğŸ”»All you have to do is to click into the pick up section of the food panda app, and then select from the extensive selection and head over to collect! No queues, no long wait! Very simple and straightforward!ğŸ”»I did my pick up with @aoneclaypot at it was a breeze with my food waiting for my arrival and on top of that, I still have my discount! What more could you ask for?!ğŸ”»From now till end of March Enjoy 30% off FULL MENU from selected restaurants (Dominos, Long John Silve, Hans Im Gluck, Subway, Tim Ho Wan, Manhattan Fish Market, Wafuken, Wing Zone, Shake Farm, Fat Burger, A-One ) when you select Pick-Up order! Hurry and start picking up now!ğŸ”¹ğŸ”¹ğŸ”¹ğŸ”¹ğŸ”¹#aoneclaypot#aoneclaypotsg#foodpanda#foodie#eatsg#foodpandasg#sgunited#foodpandapickup#sgunited#sgfoodporn#pickup#sgfoodtrend#sgfood#foodsg#foodporn#makanwarrior#instasg#foodpics#foodgasm#instasg#sgfoodies#openrice#sgmakandiary#savefnbsg#STFoodtrending",2021-03-18,14:37:05
352,princessezyt,Me me me!!!! Mai Tu Liao ğŸ”¥,2021-03-18,17:12:33
353,darr3n0ng,So convenient,2021-03-18,17:01:25
354,sweetsncrackers,ğŸ¤¤ğŸ¤¤,2021-03-18,15:51:33
355,dingsleepy,Yahs I canâ€™t live without food apps â¤ï¸â¤ï¸â¤ï¸,2021-03-19,11:06:15
356,_boyz86,Bowls of goodness,2021-03-18,15:02:18
357,adibeevince,ğŸ˜ğŸ˜ğŸ˜,2021-03-18,14:40:23
358,vincentfoodstagram,"Slurp slurp, so delicious! My favourite ğŸ¤¤ğŸ¤¤ğŸ¤¤",2021-03-18,14:55:16
359,foodee.diaree,love your shofs â¤ï¸,2021-03-18,16:11:12
360,wafflenessa,Yes food delivery for no queues pls ğŸ˜‚,2021-03-18,14:53:00
361,jacinthawee,So convenient!,2021-03-18,15:18:46
362,thehungryfeet,Wow great deal ğŸ™Œ,2021-03-18,15:02:07
363,travlim,Yea bro the pick up function is convenient! Plus the discounts! ğŸ‘,2021-03-18,15:17:35
364,thehedgehogknows,Comforting fried rice!,2021-03-19,00:08:51
365,karhingc,Great deals ğŸ˜,2021-03-18,16:04:48
366,foodiegoh,Love their porridge!ğŸ˜,2021-03-18,15:32:56
367,food.ally,What a great offer! 30% is quite substantial ğŸ‘ğŸ¼,2021-03-19,10:14:49
368,zanthrea,I always order from fp too! Other apps are more ex ğŸ˜‚ğŸ˜‚ğŸ˜‚,2021-03-18,23:58:30
369,thefoodadv,Wah so convenient!,2021-03-18,23:47:54
370,fatspoting,Wah nice shots! DroolingğŸ¤¤,2021-03-19,12:11:24
371,florencesjah,Yummy ğŸ˜ğŸ˜,2021-03-18,14:49:06
372,lindesiree,Sounds good le...I donâ€™t like to queue too...especially now with all the social distancing...,2021-03-19,03:58:25
373,sgmamarazzi,Me!!! Hee.. hate queues,2021-03-19,01:39:52
374,goofytwocooks,Great deal! ğŸ”¥,2021-03-18,17:00:22
375,bryanongyy,I love dinning there with colleagues now that they have takeaway on Foodpanda!,2021-03-18,22:31:09
376,apple_miss_whatever,So convenient ğŸ˜,2021-03-20,06:41:30
377,whatoeatagain,So many selected restaurants to choose from! ğŸ‘ğŸ¼,2021-03-18,15:04:06
378,thefatfam_,Lovely shots ğŸ˜,2021-03-19,01:03:37
379,qinlovesmacaronsss,good service ğŸ‘,2021-03-18,16:09:03
380,shewyn_fantasia,So convenient,2021-03-18,17:05:23
381,fj.mama,Love their porridge,2021-03-18,14:52:17
382,shiyin_t,Omg love your shots as always! Love the layout too! Wa I also want to eat..time to order @foodpandasg soon ğŸ˜ğŸ˜,2021-03-18,15:16:48
383,bbjiaksimi,So many food options â¤ï¸,2021-03-18,15:06:46
384,sggabilicious,Omg im so drawn by it as you took that to look so delightful!ğŸ˜,2021-03-19,04:34:47
385,thecuriouspuntato,Looks so good ğŸ˜ fried rice!!!,2021-03-18,15:18:30
386,thehungertrack,Wow a great deal from them again! ğŸ¤©,2021-03-18,15:03:22
387,baking_taitai,Convenient & good deal! ğŸ‘,2021-03-19,09:39:22
388,msjaniceeats,Their fried rice is yummy. ğŸ‘,2021-03-19,04:04:31
389,janiqueel,How convenient ğŸ’,2021-03-18,22:35:46
390,dinneratcartier,I always order ahead now too!,2021-03-18,21:47:19
391,fluffyunicorneats,Thatâ€™s so convenient,2021-03-18,16:05:00
392,foodiejerm,Love that scoop,2021-03-18,14:58:29
393,sugarylink,I dread Lor so tired man tis is so convenient,2021-03-18,20:18:18
394,cennds,Sometimes Self pick up is faster,2021-03-18,15:23:54
395,ariane.le,Did self pick up with foodpanda recently too and it's such a breeze man! ğŸ’¯,2021-03-21,07:21:46
396,qingxiangsqx,"Wa great promo bro, and your shots are wow!",2021-03-19,01:48:17
397,mylifeas_revehsha,Omg Iâ€™m so hungry ğŸ˜,2021-03-18,16:09:29
398,cassakating,Ya lor I donâ€™t like to queue sometimes,2021-03-20,16:48:03
399,international_money_coll_01020,"ASSALAMUALAIKUM,MY BROTHER AND SISTERS DONT THROW AWAY YOUR OLD MONEY(coin&note)BRING ALL TO ME AND MAKE HUGE MONEY FROM YOUR OLD ITEMS",2021-03-18,15:46:30
400,myjream,I REFUSE TO QUEUE LOL,2021-03-21,07:39:45
401,bangaloreiyengarbakerysg,Guess what???ğŸ‚#sgcakes #sgbakes #sgfood #sgfoodies #sgvegetarian #sgfoodies #sgcafe #foodpandasg #deliveroosg #grabfoodsg #sgcakesofinstagram #sgcakery #sgcakedelivery,2021-03-18,14:06:05
402,hi.riyah_weightlost_journey,"IZZIT BAJU DA BESAR?ğŸ¤­ nope that's not her twin/sister. The same person after a period of time eating clean and exercising.Yg gambar kanan tu selepas ikuti programme yg guide kiter makan 5-6 kali sehari.Nk tahu lebih lanjut, sila picit link di bio saya lajuÂ² tau... Sebelum slots fill upğŸ˜‰#nakkurus #jomkurus #bestkurus #beforeandafter #diettips #tipskurus #resipisihat #eatclean #eatcleandiet #eatcleanrecipes #makansedap #singapore #singaporefood #workinglife #hotdeals #singaporesale #activesg #teamnickhinhussein #teamahmadmizah #teamdillanur #teamnisahsohor #tv3 #mediacorp #viralpost #halalsg #halalfood #popular #foodpandasg #shopeesg #cute",2021-03-18,11:20:02
403,"ryanxgo
Verified","Swipe to see how I run away from @bombiibii whiningğŸƒğŸ»â€â™‚ï¸Finally got a break to enjoy my PS5 & snacks from @foodpandasg ğŸ¤¤If you wanna enjoy like me, hereâ€™s some good news for you!foodpanda is giving away 5 x #PlayStation5ğŸ˜± Stand 1 chance for every 3 orders on pandamart; or every 2 orders on foodpanda shops = 1 chance when you spend a minimum spend of $20 per order!Hack: Check out my IGS to find #foodpandasg discount codes for up to $15 off, applicable for all foodpanda shops and pandamart till the end of March 2021!â˜˜ï¸Contest ends 31 March 2021â˜˜ï¸#nocpartners",2021-03-18,10:19:03
404,bochaoooo,Im suaku can someone tell me whats IGS,2021-03-20,07:40:13
405,"ryanxgo
Verified",@bochaoooo instagram story,2021-03-20,08:50:53
406,cherylenechan,LMAO THE VIDEO ğŸ˜‚ğŸ˜‚ğŸ˜‚,2021-03-18,10:47:13
407,tasselline,â¤ï¸,2021-03-18,10:27:11
408,tasselline,â¤ï¸â¤ï¸,2021-03-18,10:27:12
409,samin.yasharxl,ğŸ˜ğŸ˜ğŸ˜,2021-03-18,10:20:09
410,namjaunni,Why so cute one,2021-03-18,11:28:13
411,ventisshrine,firstt,2021-03-18,10:19:18
412,jeraldfoo,Lies... I see you coming back at the end... ğŸ”¥,2021-03-18,17:21:37
413,juliusperezvelasco,Hahaha PS5 is not real.,2021-03-19,02:09:50
414,old_money_exchange_world_,"ğŸ’¸WE DEAL IN BUYING AND SELLING OF OLD MONEYğŸ”´DUIT LAMAğŸ‡²ğŸ‡¾ğŸ‡¸ğŸ‡¬ğŸ‡§ğŸ‡³ğŸ”´DUIT SYILLING ğŸ‡²ğŸ‡¾ğŸ‡¸ğŸ‡¬ğŸ‡§ğŸ‡³ğŸ”´TEMBAGAğŸ‡²ğŸ‡¾ğŸ‡¸ğŸ‡¬ğŸ‡§ğŸ‡³ğŸ”´1SEN-25SENğŸ‡²ğŸ‡¾ğŸ‡§ğŸ‡³ğŸ”´RM1-RM50ğŸ‡²ğŸ‡¾E.T.CğŸ’¸RM10,000 EACHğŸŒğŸ“–",2021-03-18,12:10:28
415,daniel_cvc,@foodpandamy got ma?,2021-03-18,12:51:08
416,botak.motor.tiam,#kiteridertiadabezaThank you all for support â¤ï¸#sgbikes #sginstabikes #sgmotors #singaporebikes #sgriders #sglocal #sgbikers #sgbikerslife #sgbikelife #singapore #singaporebikers #sglocalbusiness #aeroxsg #y15zrsg #sniper150 #xmaxsg #nmaxsg #xmaxnation #pcxsingapore #sgpromo #sgpromotion #grabfoodsg #deliveroosg #foodpandasg #hondawavesg #deliveryherosg #deliverysg #deliveryrider,2021-03-18,09:22:58
417,abdullahyishuni,â¤ï¸ğŸ”¥,2021-03-18,09:25:37
418,hi.riyah_weightlost_journey,"ğŸ¤£kesian tu weighing scale....Dier cuma bilang yg benar... kiter je yg tknk percaya a.k.a in denial.Biler last kiter scale diri? Dulu saya selalu avoid... seram tgk weight sendiriğŸ¤­Sejak mula clean eating, mingguÂ² saya check. Ader saje KG yg menghilang.Nak tahu mcm mana?Jom click on link in bio#nakkurus #jomkurus #bestkurus #beforeandafter #diettips #tipskurus #resipisihat #eatclean #eatcleandiet #eatcleanrecipes #makansedap #singapore #singaporefood #workinglife #hotdeals #singaporesale #activesg #teamnickhinhussein #teamahmadmizah #teamdillanur #teamnisahsohor #tv3 #mediacorp #viralpost #halalsg #halalfood #popular #foodpandasg #shopeesg #cute",2021-03-18,09:00:02
419,"hotstarsingapore
Verified",#FoodpandaContestAlertGet a chance to win 1-year Hotstar subscription! Head to @foodpandasg to find out more.#Hotstar #Singapore #FoodpandaSG,2021-03-18,07:30:26
